MovieID,Title,Genres,Count,List Index,Recommendation Score
596,Pinocchio (1940),Animation|Children|Fantasy|Musical,60.0,187,0.11712003
903,Vertigo (1958),Drama|Mystery|Romance|Thriller,60.0,236,0.17079699
2006,"Mask of Zorro, The (1998)",Action|Comedy|Romance,60.0,500,0.13943455
6942,Love Actually (2003),Comedy|Drama|Romance,59.0,969,0.14430386
1500,Grosse Pointe Blank (1997),Comedy|Crime|Romance,59.0,415,0.16520593
6378,"Italian Job, The (2003)",Action|Crime,59.0,948,0.13470432
3033,Spaceballs (1987),Comedy|Sci-Fi,59.0,687,0.17653614
112852,Guardians of the Galaxy (2014),Action|Adventure|Sci-Fi,59.0,1272,0.103402525
33679,Mr. & Mrs. Smith (2005),Action|Adventure|Comedy|Romance,59.0,1046,0.13470367
3535,American Psycho (2000),Crime|Horror|Mystery|Thriller,59.0,756,0.17946258
2302,My Cousin Vinny (1992),Comedy,59.0,563,0.16520602
420,Beverly Hills Cop III (1994),Action|Comedy|Crime|Thriller,59.0,138,0.049266934
68358,Star Trek (2009),Action|Adventure|Sci-Fi|IMAX,59.0,1169,0.13470337
1552,Con Air (1997),Action|Adventure|Thriller,59.0,420,0.12564826
1252,Chinatown (1974),Crime|Film-Noir|Mystery|Thriller,59.0,342,0.18542898
1199,Brazil (1985),Fantasy|Sci-Fi,59.0,309,0.14931402
69844,Harry Potter and the Half-Blood Prince (2009),Adventure|Fantasy|Mystery|Romance|IMAX,58.0,1175,0.087865025
370,Naked Gun 33 1/3: The Final Insult (1994),Action|Comedy,58.0,126,0.09112489
34162,Wedding Crashers (2005),Comedy|Romance,58.0,1050,0.13943443
6502,28 Days Later (2002),Action|Horror|Sci-Fi,58.0,949,0.12131944
54001,Harry Potter and the Order of the Phoenix (2007),Adventure|Drama|Fantasy|IMAX,58.0,1119,0.13010928
1230,Annie Hall (1977),Comedy|Romance,58.0,329,0.19154629
1394,Raising Arizona (1987),Comedy,58.0,401,0.22443688
953,It's a Wonderful Life (1946),Children|Drama|Fantasy|Romance,58.0,254,0.20101026
81845,"King's Speech, The (2010)",Drama,58.0,1200,0.09449214
1207,To Kill a Mockingbird (1962),Drama,58.0,315,0.15709591
1608,Air Force One (1997),Action|Thriller,58.0,433,0.1570954
708,"Truth About Cats & Dogs, The (1996)",Comedy|Romance,58.0,201,0.09975368
2167,Blade (1998),Action|Horror|Thriller,58.0,544,0.15709671
5669,Bowling for Columbine (2002),Documentary,58.0,916,0.20751044
73017,Sherlock Holmes (2009),Action|Crime|Mystery|Thriller,58.0,1182,0.14430395
80463,"Social Network, The (2010)",Drama,57.0,1193,0.13470402
908,North by Northwest (1959),Action|Adventure|Mystery|Romance|Thriller,57.0,238,0.16798237
1203,12 Angry Men (1957),Drama,57.0,312,0.1301099
2268,"Few Good Men, A (1992)",Crime|Drama|Thriller,57.0,555,0.1597639
160,Congo (1995),Action|Adventure|Mystery|Sci-Fi,57.0,49,0.07175979
350,"Client, The (1994)",Drama|Mystery|Thriller,57.0,117,0.053153485
8641,Anchorman: The Legend of Ron Burgundy (2004),Comedy,57.0,1007,0.16520607
2005,"Goonies, The (1985)",Action|Adventure|Children|Comedy|Fantasy,57.0,499,0.15187135
1276,Cool Hand Luke (1967),Drama,57.0,360,0.17364785
2470,Crocodile Dundee (1986),Adventure|Comedy,57.0,601,0.13705102
2671,Notting Hill (1999),Comedy|Romance,56.0,629,0.15709531
1777,"Wedding Singer, The (1998)",Comedy|Romance,56.0,461,0.14430356
2395,Rushmore (1998),Comedy|Drama,56.0,584,0.14679036
1641,"Full Monty, The (1997)",Comedy|Drama,56.0,440,0.15187278
2599,Election (1999),Comedy,56.0,619,0.14430392
1302,Field of Dreams (1989),Children|Drama|Fantasy,56.0,372,0.13470325
4370,A.I. Artificial Intelligence (2001),Adventure|Drama|Sci-Fi,56.0,846,0.1467906
2529,Planet of the Apes (1968),Action|Drama|Sci-Fi,56.0,610,0.18846795
1148,Wallace & Gromit: The Wrong Trousers (1993),Animation|Children|Comedy|Crime,56.0,298,0.15976277
53125,Pirates of the Caribbean: At World's End (2007),Action|Adventure|Comedy|Fantasy,56.0,1112,0.11506772
4720,"Others, The (2001)",Drama|Horror|Mystery|Thriller,55.0,861,0.15976194
5956,Gangs of New York (2002),Crime|Drama,55.0,928,0.1467908
2080,Lady and the Tramp (1955),Animation|Children|Comedy|Romance,55.0,520,0.16798174
4308,Moulin Rouge (2001),Drama|Musical|Romance,55.0,838,0.16520551
2804,"Christmas Story, A (1983)",Children|Comedy,55.0,656,0.20424119
70,From Dusk Till Dawn (1996),Action|Comedy|Horror|Thriller,55.0,33,0.12786219
78499,Toy Story 3 (2010),Adventure|Animation|Children|Comedy|Fantasy|IMAX,55.0,1188,0.10716909
432,City Slickers II: The Legend of Curly's Gold (1994),Adventure|Comedy|Western,55.0,140,0.029887259
54503,Superbad (2007),Comedy,55.0,1123,0.17364803
168,First Knight (1995),Action|Drama|Romance,54.0,53,0.054166615
4816,Zoolander (2001),Comedy,54.0,864,0.12564835
2572,10 Things I Hate About You (1999),Comedy|Romance,54.0,615,0.12346852
91500,The Hunger Games (2012),Action|Adventure|Drama|Sci-Fi|Thriller,54.0,1223,0.099750966
106782,"Wolf of Wall Street, The (2013)",Comedy|Crime|Drama,54.0,1259,0.08948186
122904,Deadpool (2016),Action|Adventure|Comedy|Sci-Fi,54.0,1284,0.05841559
59784,Kung Fu Panda (2008),Action|Animation|Children|Comedy|IMAX,54.0,1144,0.11920479
7,Sabrina (1995),Comedy|Romance,54.0,5,0.052155316
4018,What Women Want (2000),Comedy|Romance,54.0,814,0.11920321
784,"Cable Guy, The (1996)",Comedy|Thriller,54.0,217,0.08317408
2406,Romancing the Stone (1984),Action|Adventure|Comedy|Romance,54.0,588,0.15976307
485,Last Action Hero (1993),Action|Adventure|Comedy|Fantasy,53.0,155,0.083173215
673,Space Jam (1996),Adventure|Animation|Children|Comedy|Fantasy|Sci-Fi,53.0,199,0.09796929
71535,Zombieland (2009),Action|Comedy|Horror,53.0,1177,0.09449142
2078,"Jungle Book, The (1967)",Animation|Children|Comedy|Musical,53.0,519,0.17364675
2699,Arachnophobia (1990),Comedy|Horror,53.0,634,0.08317429
2701,Wild Wild West (1999),Action|Comedy|Sci-Fi|Western,53.0,636,0.08627316
172,Johnny Mnemonic (1995),Action|Sci-Fi|Thriller,53.0,55,0.059525162
49530,Blood Diamond (2006),Action|Adventure|Crime|Drama|Thriller|War,53.0,1101,0.12786219
76093,How to Train Your Dragon (2010),Adventure|Animation|Children|Fantasy|IMAX,53.0,1185,0.07727313
2712,Eyes Wide Shut (1999),Drama|Mystery|Thriller,53.0,640,0.10340136
3489,Hook (1991),Adventure|Comedy|Fantasy,53.0,750,0.15446487
1282,Fantasia (1940),Animation|Children|Fantasy|Musical,53.0,362,0.17364687
2947,Goldfinger (1964),Action|Adventure|Thriller,53.0,669,0.14931387
1997,"Exorcist, The (1973)",Horror|Mystery,53.0,494,0.15187186
3911,Best in Show (2000),Comedy,53.0,794,0.16246495
30707,Million Dollar Baby (2004),Drama,52.0,1031,0.092793435
3160,Magnolia (1999),Drama,52.0,707,0.15709636
1639,Chasing Amy (1997),Comedy|Drama|Romance,52.0,439,0.11920425
3552,Caddyshack (1980),Comedy,52.0,758,0.15187228
52973,Knocked Up (2007),Comedy|Drama|Romance,52.0,1109,0.14679047
6870,Mystic River (2003),Crime|Drama|Mystery,52.0,963,0.12564799
1466,Donnie Brasco (1997),Crime|Drama,52.0,410,0.15709585
3,Grumpier Old Men (1995),Comedy|Romance,52.0,2,0.07043794
45499,X-Men: The Last Stand (2006),Action|Sci-Fi|Thriller,52.0,1079,0.13010904
225,Disclosure (1994),Drama|Thriller,52.0,72,0.022754729
109374,"Grand Budapest Hotel, The (2014)",Comedy|Drama,52.0,1264,0.07175946
4239,Blow (2001),Crime|Drama,51.0,831,0.13010901
1645,The Devil's Advocate (1997),Drama|Mystery|Thriller,51.0,442,0.15976202
145,Bad Boys (1995),Action|Comedy|Crime|Drama|Thriller,51.0,44,0.113049686
2100,Splash (1984),Comedy|Fantasy|Romance,51.0,527,0.1171194
1215,Army of Darkness (1993),Action|Adventure|Comedy|Fantasy|Horror,51.0,321,0.14931434
4848,Mulholland Drive (2001),Crime|Drama|Film-Noir|Mystery|Thriller,51.0,866,0.14430386
4776,Training Day (2001),Crime|Drama|Thriller,51.0,863,0.13470286
5010,Black Hawk Down (2001),Action|Drama|War,50.0,883,0.14679089
33166,Crash (2004),Crime|Drama,50.0,1043,0.16798252
88125,Harry Potter and the Deathly Hallows: Part 2 (2011),Action|Adventure|Drama|Fantasy|Mystery|IMAX,50.0,1214,0.08627483
2105,Tron (1982),Action|Adventure|Sci-Fi,50.0,528,0.1443029
34048,War of the Worlds (2005),Action|Adventure|Sci-Fi|Thriller,50.0,1048,0.10340062
34405,Serenity (2005),Action|Adventure|Sci-Fi,50.0,1052,0.13705218
96079,Skyfall (2012),Action|Adventure|Thriller|IMAX,50.0,1236,0.09112388
8361,"Day After Tomorrow, The (2004)",Action|Adventure|Drama|Sci-Fi|Thriller,50.0,997,0.11506629
2424,You've Got Mail (1998),Comedy|Romance,50.0,596,0.11105707
3785,Scary Movie (2000),Comedy|Horror,50.0,781,0.103401035
116797,The Imitation Game (2014),Drama|Thriller|War,50.0,1276,0.048338532
910,Some Like It Hot (1959),Comedy|Crime,50.0,240,0.14679173
8464,Super Size Me (2004),Comedy|Documentary|Drama,50.0,1001,0.132388
333,Tommy Boy (1995),Comedy,50.0,109,0.089482486
661,James and the Giant Peach (1996),Adventure|Animation|Children|Fantasy|Musical,49.0,197,0.06537682
2144,Sixteen Candles (1984),Comedy|Romance,49.0,539,0.13943401
45447,"Da Vinci Code, The (2006)",Drama|Mystery|Thriller,49.0,1078,0.14931253
4643,Planet of the Apes (2001),Action|Adventure|Drama|Sci-Fi,49.0,857,0.09449038
3176,"Talented Mr. Ripley, The (1999)",Drama|Mystery|Thriller,49.0,711,0.15187052
216,Billy Madison (1995),Comedy,49.0,69,0.09449059
5991,Chicago (2002),Comedy|Crime|Drama|Musical,49.0,931,0.14679176
5,Father of the Bride Part II (1995),Comedy,49.0,3,0.03229657
2641,Superman II (1980),Action|Sci-Fi,49.0,626,0.10340166
5464,Road to Perdition (2002),Crime|Drama,49.0,907,0.14679068
186,Nine Months (1995),Comedy|Romance,48.0,60,0.04148829
2763,"Thomas Crown Affair, The (1999)",Action|Mystery,48.0,650,0.15187275
7458,Troy (2004),Action|Adventure|Drama|War,48.0,995,0.09975195
3000,Princess Mononoke (Mononoke-hime) (1997),Action|Adventure|Animation|Drama|Fantasy,48.0,684,0.13943449
1729,Jackie Brown (1997),Crime|Drama|Thriller,48.0,457,0.11711988
2019,Seven Samurai (Shichinin no samurai) (1954),Action|Adventure|Drama,48.0,506,0.18542811
8784,Garden State (2004),Comedy|Drama|Romance,48.0,1011,0.12786207
1275,Highlander (1986),Action|Adventure|Fantasy,48.0,359,0.13705197
134130,The Martian (2015),Adventure|Drama|Sci-Fi,48.0,1289,0.06913963
1748,Dark City (1998),Adventure|Film-Noir|Sci-Fi|Thriller,48.0,460,0.14931312
30749,Hotel Rwanda (2004),Drama|War,48.0,1032,0.10716936
745,Wallace & Gromit: A Close Shave (1995),Animation|Children|Comedy,48.0,210,0.13010833
2694,Big Daddy (1999),Comedy,48.0,633,0.11712092
1320,AlienÂ³ (a.k.a. Alien 3) (1992),Action|Horror|Sci-Fi|Thriller,47.0,375,0.09975177
2717,Ghostbusters II (1989),Comedy|Fantasy|Sci-Fi,47.0,642,0.11920336
5679,"Ring, The (2002)",Horror|Mystery|Thriller,47.0,918,0.09621653
122882,Mad Max: Fury Road (2015),Action|Adventure|Sci-Fi|Thriller,47.0,1280,0.09112394
1994,Poltergeist (1982),Horror|Thriller,47.0,493,0.13705379
4014,Chocolat (2000),Drama|Romance,47.0,811,0.13705188
899,Singin' in the Rain (1952),Comedy|Musical|Romance,47.0,234,0.16246611
2001,Lethal Weapon 2 (1989),Action|Comedy|Crime|Drama,47.0,496,0.13010982
7293,50 First Dates (2004),Comedy|Romance,47.0,982,0.07871187
1921,Pi (1998),Drama|Sci-Fi|Thriller,47.0,478,0.15976301
1358,Sling Blade (1996),Drama,47.0,385,0.111056596
783,"Hunchback of Notre Dame, The (1996)",Animation|Children|Drama|Musical|Romance,47.0,216,0.065377355
8529,"Terminal, The (2004)",Comedy|Drama|Romance,47.0,1003,0.09449166
1092,Basic Instinct (1992),Crime|Mystery|Thriller,47.0,287,0.10909921
77561,Iron Man 2 (2010),Action|Adventure|Sci-Fi|Thriller|IMAX,47.0,1187,0.09621784
2539,Analyze This (1999),Comedy,47.0,611,0.09796998
1367,101 Dalmatians (1996),Adventure|Children|Comedy,47.0,386,0.081662
81834,Harry Potter and the Deathly Hallows: Part 1 (2010),Action|Adventure|Fantasy|IMAX,47.0,1199,0.11506817
54272,"Simpsons Movie, The (2007)",Animation|Comedy,46.0,1121,0.113046646
802,Phenomenon (1996),Drama|Romance,46.0,222,0.05416885
47099,"Pursuit of Happyness, The (2006)",Drama,46.0,1090,0.058415383
2076,Blue Velvet (1986),Drama|Mystery|Thriller,46.0,518,0.13705221
5995,"Pianist, The (2002)",Drama|War,46.0,932,0.07586011
44,Mortal Kombat (1995),Action|Adventure|Fantasy,46.0,22,0.069138825
4085,Beverly Hills Cop (1984),Action|Comedy|Crime|Drama,46.0,822,0.11712015
2002,Lethal Weapon 3 (1992),Action|Comedy|Crime|Drama,46.0,497,0.097970545
1396,Sneakers (1992),Action|Comedy|Crime|Drama|Sci-Fi,46.0,402,0.09975171
5060,M*A*S*H (a.k.a. MASH) (1970),Comedy|Drama|War,46.0,885,0.14185283
1884,Fear and Loathing in Las Vegas (1998),Adventure|Comedy|Drama,46.0,471,0.12786233
112,Rumble in the Bronx (Hont faan kui) (1995),Action|Adventure|Comedy|Crime,46.0,41,0.07043943
64614,Gran Torino (2008),Crime|Drama,46.0,1159,0.10716972
3752,"Me, Myself & Irene (2000)",Adventure|Comedy,46.0,778,0.073102176
7254,The Butterfly Effect (2004),Drama|Sci-Fi|Thriller,46.0,981,0.08627561
5902,Adaptation (2002),Comedy|Drama|Romance,46.0,923,0.109098256
2288,"Thing, The (1982)",Action|Horror|Sci-Fi|Thriller,45.0,558,0.12564847
616,"Aristocats, The (1970)",Animation|Children,45.0,191,0.06786403
2294,Antz (1998),Adventure|Animation|Children|Comedy|Fantasy,45.0,561,0.14185148
2890,Three Kings (1999),Action|Adventure|Comedy|Drama|War,45.0,663,0.115067214
196,Species (1995),Horror|Sci-Fi,45.0,62,0.055200964
3863,"Cell, The (2000)",Drama|Horror|Thriller,45.0,788,0.080172986
236,French Kiss (1995),Action|Comedy|Romance,45.0,77,0.045652747
3255,"League of Their Own, A (1992)",Comedy|Drama,45.0,718,0.14185232
2490,Payback (1999),Action|Thriller,45.0,605,0.11105913
1371,Star Trek: The Motion Picture (1979),Adventure|Sci-Fi,45.0,388,0.09279534
1250,"Bridge on the River Kwai, The (1957)",Adventure|Drama|War,45.0,341,0.14931357
4369,"Fast and the Furious, The (2001)",Action|Crime|Thriller,45.0,845,0.08471021
1722,Tomorrow Never Dies (1997),Action|Adventure|Thriller,45.0,456,0.10527
31685,Hitch (2005),Comedy|Romance,45.0,1039,0.08471143
1690,Alien: Resurrection (1997),Action|Horror|Sci-Fi,45.0,451,0.0962162
920,Gone with the Wind (1939),Drama|Romance|War,45.0,247,0.1301085
4270,"Mummy Returns, The (2001)",Action|Adventure|Comedy|Thriller,45.0,835,0.091124564
1204,Lawrence of Arabia (1962),Adventure|Drama|War,45.0,313,0.1679819
1183,"English Patient, The (1996)",Drama|Romance|War,45.0,302,0.097970456
6537,Terminator 3: Rise of the Machines (2003),Action|Adventure|Sci-Fi,45.0,952,0.1213195
1907,Mulan (1998),Adventure|Animation|Children|Comedy|Drama|Musical|Romance,45.0,472,0.13011134
1266,Unforgiven (1992),Drama|Western,45.0,352,0.15187246
2023,"Godfather: Part III, The (1990)",Crime|Drama|Mystery|Thriller,45.0,509,0.10716936
4571,Bill & Ted's Excellent Adventure (1989),Adventure|Comedy|Sci-Fi,45.0,853,0.12346771
4718,American Pie 2 (2001),Comedy,45.0,860,0.10340068
849,Escape from L.A. (1996),Action|Adventure|Sci-Fi|Thriller,44.0,228,0.06416407
3755,"Perfect Storm, The (2000)",Drama|Thriller,44.0,780,0.089481026
3499,Misery (1990),Drama|Horror|Thriller,44.0,751,0.1213201
1333,"Birds, The (1963)",Horror|Thriller,44.0,377,0.12346837
37729,Corpse Bride (2005),Animation|Comedy|Fantasy|Musical|Romance,44.0,1058,0.107168555
4975,Vanilla Sky (2001),Mystery|Romance|Sci-Fi|Thriller,44.0,878,0.11920345
913,"Maltese Falcon, The (1941)",Film-Noir|Mystery,44.0,242,0.1518723
5903,Equilibrium (2002),Action|Sci-Fi|Thriller,44.0,924,0.11920369
151,Rob Roy (1995),Action|Drama|Romance|War,44.0,46,0.052155316
79702,Scott Pilgrim vs. the World (2010),Action|Comedy|Fantasy|Musical|Romance,44.0,1192,0.12346825
111759,Edge of Tomorrow (2014),Action|Sci-Fi|IMAX,44.0,1268,0.08317453
52722,Spider-Man 3 (2007),Action|Adventure|Sci-Fi|Thriller|IMAX,44.0,1108,0.07446906
5377,About a Boy (2002),Comedy|Drama|Romance,44.0,899,0.14185277
46976,Stranger than Fiction (2006),Comedy|Drama|Fantasy|Romance,44.0,1089,0.10527024
33004,"Hitchhiker's Guide to the Galaxy, The (2005)",Adventure|Comedy|Sci-Fi,44.0,1042,0.11506745
8798,Collateral (2004),Action|Crime|Drama|Thriller,44.0,1012,0.15446642
2085,101 Dalmatians (One Hundred and One Dalmatians) (1961),Adventure|Animation|Children,44.0,523,0.11506793
1876,Deep Impact (1998),Drama|Sci-Fi|Thriller,43.0,468,0.08166194
60684,Watchmen (2009),Action|Drama|Mystery|Sci-Fi|Thriller|IMAX,43.0,1149,0.09797025
3624,Shanghai Noon (2000),Action|Adventure|Comedy|Western,43.0,765,0.08017483
2605,Entrapment (1999),Crime|Thriller,43.0,621,0.078710884
1263,"Deer Hunter, The (1978)",Drama|War,43.0,350,0.13705114
3275,"Boondock Saints, The (2000)",Action|Crime|Drama|Thriller,43.0,725,0.12131995
87232,X-Men: First Class (2011),Action|Adventure|Sci-Fi|Thriller|War,43.0,1211,0.09975231
76251,Kick-Ass (2010),Action|Comedy,43.0,1186,0.09279439
2455,"Fly, The (1986)",Drama|Horror|Sci-Fi|Thriller,43.0,600,0.13705221
3448,"Good Morning, Vietnam (1987)",Comedy|Drama|War,43.0,744,0.14430374
252,I.Q. (1994),Comedy|Romance,43.0,81,0.044789195
1262,"Great Escape, The (1963)",Action|Adventure|Drama|War,43.0,349,0.1467919
2407,Cocoon (1985),Comedy|Sci-Fi,43.0,589,0.113046795
8984,Ocean's Twelve (2004),Action|Comedy|Crime|Thriller,43.0,1026,0.0997521
3363,American Graffiti (1973),Comedy|Drama,43.0,735,0.10340208
852,Tin Cup (1996),Comedy|Drama|Romance,43.0,229,0.0678657
134853,Inside Out (2015),Adventure|Animation|Children|Comedy|Drama|Fantasy,43.0,1290,0.07727304
47610,"Illusionist, The (2006)",Drama|Fantasy|Mystery|Romance,43.0,1091,0.07175866
1376,Star Trek IV: The Voyage Home (1986),Adventure|Comedy|Sci-Fi,43.0,393,0.113046885
497,Much Ado About Nothing (1993),Comedy|Romance,43.0,157,0.10156408
2161,"NeverEnding Story, The (1984)",Adventure|Children|Fantasy,43.0,543,0.15187135
4310,Pearl Harbor (2001),Action|Drama|Romance|War,43.0,839,0.096217185
1597,Conspiracy Theory (1997),Drama|Mystery|Romance|Thriller,43.0,432,0.08317387
2278,Ronin (1998),Action|Crime|Thriller,43.0,557,0.117120326
69757,(500) Days of Summer (2009),Comedy|Drama|Romance,42.0,1174,0.06416461
1022,Cinderella (1950),Animation|Children|Fantasy|Musical|Romance,42.0,260,0.09975228
81591,Black Swan (2010),Drama|Thriller,42.0,1198,0.084712625
1562,Batman & Robin (1997),Action|Adventure|Fantasy|Thriller,42.0,421,0.071756214
1375,Star Trek III: The Search for Spock (1984),Action|Adventure|Sci-Fi,42.0,392,0.09796956
2273,Rush Hour (1998),Action|Comedy|Crime|Thriller,42.0,556,0.111056864
3210,Fast Times at Ridgemont High (1982),Comedy|Drama|Romance,42.0,713,0.09796992
59369,Taken (2008),Action|Crime|Drama|Thriller,42.0,1142,0.09279391
355,"Flintstones, The (1994)",Children|Comedy|Fantasy,42.0,119,0.038419843
785,Kingpin (1996),Comedy,42.0,218,0.08948028
3301,"Whole Nine Yards, The (2000)",Comedy|Crime,42.0,729,0.1278638
3868,"Naked Gun: From the Files of Police Squad!, The (1988)",Action|Comedy|Crime|Romance,42.0,789,0.096217215
1967,Labyrinth (1986),Adventure|Fantasy|Musical,42.0,490,0.13943473
1088,Dirty Dancing (1987),Drama|Musical|Romance,42.0,283,0.087866336
1094,"Crying Game, The (1992)",Drama|Romance|Thriller,42.0,289,0.10909802
1372,Star Trek VI: The Undiscovered Country (1991),Action|Mystery|Sci-Fi,42.0,389,0.1130479
2915,Risky Business (1983),Comedy,42.0,665,0.0997515
91658,"Girl with the Dragon Tattoo, The (2011)",Drama|Thriller,42.0,1227,0.06065458
261,Little Women (1994),Drama,42.0,85,0.048339248
441,Dazed and Confused (1993),Comedy,42.0,144,0.16798279
431,Carlito's Way (1993),Crime|Drama,42.0,139,0.101563424
2724,Runaway Bride (1999),Comedy|Romance,42.0,646,0.075859964
1909,"X-Files: Fight the Future, The (1998)",Action|Crime|Mystery|Sci-Fi|Thriller,42.0,473,0.107168585
1042,That Thing You Do! (1996),Comedy|Drama,42.0,271,0.08627617
7373,Hellboy (2004),Action|Adventure|Fantasy|Horror,41.0,988,0.119202584
2087,Peter Pan (1953),Animation|Children|Fantasy|Musical,41.0,524,0.12564811
762,Striptease (1996),Comedy|Crime,41.0,213,0.039925426
4299,"Knight's Tale, A (2001)",Action|Comedy|Romance,41.0,836,0.11105737
2003,Gremlins (1984),Comedy|Horror,41.0,498,0.119204074
55247,Into the Wild (2007),Action|Adventure|Drama,41.0,1126,0.09112346
2968,Time Bandits (1981),Adventure|Comedy|Fantasy|Sci-Fi,41.0,675,0.11711952
543,So I Married an Axe Murderer (1993),Comedy|Romance|Thriller,41.0,170,0.08948201
57669,In Bruges (2008),Comedy|Crime|Drama|Thriller,41.0,1138,0.08627525
3418,Thelma & Louise (1991),Adventure|Crime|Drama,41.0,740,0.119203806
3617,Road Trip (2000),Comedy,41.0,763,0.084711015
115617,Big Hero 6 (2014),Action|Animation|Comedy,41.0,1274,0.07043785
494,Executive Decision (1996),Action|Adventure|Thriller,41.0,156,0.038421333
1285,Heathers (1989),Comedy,41.0,363,0.123467356
3916,Remember the Titans (2000),Drama,41.0,795,0.1071693
45517,Cars (2006),Animation|Children|Comedy,41.0,1080,0.11506745
1242,Glory (1989),Drama|War,41.0,335,0.12786314
5810,8 Mile (2002),Drama,41.0,919,0.09975195
122886,Star Wars: Episode VII - The Force Awakens (2015),Action|Adventure|Fantasy|Sci-Fi|IMAX,41.0,1281,0.071759164
1569,My Best Friend's Wedding (1997),Comedy|Romance,40.0,423,0.14430502
98809,"Hobbit: An Unexpected Journey, The (2012)",Adventure|Fantasy|IMAX,40.0,1244,0.075859696
6807,Monty Python's The Meaning of Life (1983),Comedy,40.0,961,0.121319234
1233,"Boot, Das (Boat, The) (1981)",Action|Drama|War,40.0,331,0.13943592
6218,Bend It Like Beckham (2002),Comedy|Drama|Romance,40.0,937,0.103401065
1228,Raging Bull (1980),Drama,40.0,328,0.14679033
1032,Alice in Wonderland (1951),Adventure|Animation|Children|Fantasy|Musical,40.0,266,0.09797037
471,"Hudsucker Proxy, The (1994)",Comedy,40.0,151,0.0816634
3703,"Road Warrior, The (Mad Max 2) (1981)",Action|Adventure|Sci-Fi|Thriller,40.0,772,0.12346825
44199,Inside Man (2006),Crime|Drama|Thriller,40.0,1074,0.09796983
4367,Lara Croft: Tomb Raider (2001),Action|Adventure,40.0,844,0.07175714
2193,Willow (1988),Action|Adventure|Fantasy,40.0,547,0.117120594
282,Nell (1994),Drama,40.0,93,0.027120173
33615,Madagascar (2005),Adventure|Animation|Children|Comedy,40.0,1045,0.08017379
4223,Enemy at the Gates (2001),Drama|War,40.0,827,0.097969204
376,"River Wild, The (1994)",Action|Thriller,40.0,130,0.02460298
41569,King Kong (2005),Action|Adventure|Drama|Fantasy|Thriller,40.0,1069,0.11712009
224,Don Juan DeMarco (1995),Comedy|Drama|Romance,40.0,71,0.059526652
31658,Howl's Moving Castle (Hauru no ugoku shiro) (2004),Adventure|Animation|Fantasy|Romance,40.0,1038,0.096217126
1674,Witness (1985),Drama|Romance|Thriller,40.0,446,0.1192044
529,Searching for Bobby Fischer (1993),Drama,40.0,166,0.09112486
2541,Cruel Intentions (1999),Drama,40.0,612,0.0979704
3826,Hollow Man (2000),Horror|Sci-Fi|Thriller,39.0,786,0.058413714
2908,Boys Don't Cry (1999),Drama,39.0,664,0.08317405
6188,Old School (2003),Comedy,39.0,936,0.1278623
53996,Transformers (2007),Action|Sci-Fi|Thriller|IMAX,39.0,1118,0.117118955
58998,Forgetting Sarah Marshall (2008),Comedy|Romance,39.0,1140,0.08786541
8528,Dodgeball: A True Underdog Story (2004),Comedy,39.0,1002,0.12346789
6936,Elf (2003),Children|Comedy|Fantasy,39.0,968,0.10909656
2951,"Fistful of Dollars, A (Per un pugno di dollari) (1964)",Action|Western,39.0,672,0.11105719
59615,Indiana Jones and the Kingdom of the Crystal Skull (2008),Action|Adventure|Comedy|Sci-Fi,39.0,1143,0.08166045
61323,Burn After Reading (2008),Comedy|Crime|Drama,39.0,1153,0.1015636
3039,Trading Places (1983),Comedy,39.0,690,0.14185175
40819,Walk the Line (2005),Drama|Musical|Romance,39.0,1067,0.099752635
3300,Pitch Black (2000),Horror|Sci-Fi|Thriller,39.0,728,0.10909861
3174,Man on the Moon (1999),Comedy|Drama,39.0,709,0.10340321
3082,"World Is Not Enough, The (1999)",Action|Adventure|Thriller,39.0,695,0.10527003
27773,Old Boy (2003),Mystery|Thriller,39.0,1029,0.08948219
8949,Sideways (2004),Comedy|Drama|Romance,39.0,1018,0.12564874
7451,Mean Girls (2004),Comedy,39.0,993,0.09112555
4148,Hannibal (2001),Horror|Thriller,39.0,825,0.077272594
2761,"Iron Giant, The (1999)",Adventure|Animation|Children|Drama|Sci-Fi,39.0,648,0.1493141
1274,Akira (1988),Action|Adventure|Animation|Sci-Fi,39.0,358,0.11920425
2094,"Rocketeer, The (1991)",Action|Adventure|Sci-Fi,39.0,525,0.097970754
1408,"Last of the Mohicans, The (1992)",Action|Romance|War|Western,39.0,405,0.13010985
2580,Go (1999),Comedy|Crime,39.0,616,0.10340181
1673,Boogie Nights (1997),Drama,39.0,445,0.13011053
2746,Little Shop of Horrors (1986),Comedy|Horror|Musical,39.0,647,0.10716918
2723,Mystery Men (1999),Action|Comedy|Fantasy,39.0,645,0.105270326
2248,Say Anything... (1989),Comedy|Drama|Romance,39.0,553,0.13010919
1953,"French Connection, The (1971)",Action|Crime|Thriller,39.0,483,0.089481145
1129,Escape from New York (1981),Action|Adventure|Sci-Fi|Thriller,39.0,296,0.115066886
277,Miracle on 34th Street (1994),Drama,38.0,92,0.022314012
2420,"Karate Kid, The (1984)",Drama,38.0,593,0.11304793
2124,"Addams Family, The (1991)",Children|Comedy|Fantasy,38.0,532,0.10340166
112552,Whiplash (2014),Drama,38.0,1270,0.038421154
315,"Specialist, The (1994)",Action|Drama|Thriller,38.0,102,0.01834312
8972,National Treasure (2004),Action|Adventure|Drama|Mystery|Thriller,38.0,1024,0.10526925
